,NodeID,Repository,About_Topics,OwnerName,OwnerType,StarsNorm,ForkNorm,WatcherNorm
1452,1453,openpose,"OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation || openpose,computer-vision,machine-learning,cpp,caffe,opencv,human-pose-estimation,real-time,deep-learning,human-behavior-understanding,cvpr-2017,multi-person,foot-estimation,keypoints,face,pose,pose-estimation,human-pose,keypoint-detection,hand-estimation",Carnegie Melon University,Organization,0.999242365118255,0.988887525761369,0.99342186520494
1453,1454,openvino,"OpenVINO™ Toolkit repository || inference-engine,inference,deep-learning,performance,openvino,model-optimizer",Intel,Organization,0.441689203521839,0.524286458496638,0.478879590859107
1454,1455,oryx,"Oryx 2: Lambda architecture on Apache Spark, Apache Kafka for real-time large scale machine learning || lambda-architecture,oryx,apache-spark,machine-learning,kafka,apache-kafka,java,cloudera",OryxProject,Organization,0.413177624715017,0.438195075410074,0.579757224286692
1456,1457,vaex,"Out-of-Core hybrid Apache Arrow/NumPy DataFrame for Python, ML, visualize and explore big tabular data at a billion rows per second 🚀 || dataframe,python,bigdata,tabular-data,visualization,memory-mapped-file,hdf5,machine-learning,machinelearning",vaex.io,Organization,0.719940418210785,0.44999418340311,0.495993715370522
1459,1460,owl,"Owl - OCaml Scientific and Engineering Computing @ http://ocaml.xyz || matrix,linear-algebra,ndarray,statistical-functions,topic-modeling,regression,maths,gsl,plotting,sparse-linear-systems,scientific-computing,numerical-calculations,statistics,mcmc,optimization,autograd,algorithmic-differentation,automatic-differentiation,machine-learning,neural-network",Owl - OCaml Scientific Computing,Organization,0.358297848795243,0.386469074249814,0.371828365503688
1460,1461,Paddle,"PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署） || paddlepaddle,deep-learning,scalability,machine-learning,neural-network,python,efficiency,distributed-training",PaddlePaddle,Organization,0.987100084412849,0.892322418293098,0.971823800222036
1462,1463,pororo,"PORORO: Platform Of neuRal mOdels for natuRal language prOcessing || deep-learning,natural-language-processing,automatic-speech-recognition,speech-synthesis,neural-models",Kakao Brain,Organization,0.357384546420145,0.394793587919338,0.355714313100428
1463,1464,POT,"POT : Python Optimal Transport || optimal-transport,numerical-optimization,machine-learning,emd,ot-mapping-estimation,wasserstein-barycenter,ot-solver,python,wasserstein,wasserstein-discriminant-analysis,gromov-wasserstein,wasserstein-barycenters,sinkhorn-divergences,sinkhorn-knopp,pot,domain-adaptation",PythonOT,Organization,0.368133179423957,0.408402467243084,0.358177515341146
1464,1465,PWC-Net,"PWC-Net: CNNs for Optical Flow Using Pyramid, Warping, and Cost Volume, CVPR 2018 (Oral) || deeplearning,optical-flow,computer-vision,pytorch,caffe,cvpr2018,pwc-net",NVIDIA,Organization,0.375534090343173,0.41908274406282,0.361883383941549
1465,1466,PaddleX,"PaddlePaddle End-to-End Development Toolkit（『飞桨』深度学习全流程开发工具） || classification,detection,segmentation,yolov3,unet,mobilenet,resnet,deployment,jetson,deeplearning,deep-neural-networks,neural-networks,industry",PaddlePaddle,Organization,0.420063897144967,0.434327362370488,0.376833598113597
1466,1467,neural-painter,Paint artistic patterns using random neural network || ,Megvii,Organization,0.33254112697025,0.381467864891769,0.331427804145675
1467,1468,Awesome-Graph-Neural-Networks,"Paper Lists for Graph Neural Networks || graph-network,convolutional-networks,deep-learning,graph-attention,generated-graphs,graph-auto-encoder","Graph Analysis & Deep Learning Laboratory, GRAND",Organization,0.390136308354349,0.418123742547115,0.400878655652347
1472,1473,bosen,Parallel ML System - Bosen project || ,Carnegie Melon University,Organization,0.359865395151979,0.418443355932432,0.531525855450459
1473,1474,Multiverso,Parameter server framework for distributed machine learning || ,Microsoft,Organization,0.347522218629184,0.40967431827448,0.429191084185348
1474,1475,pennylane,"PennyLane is a cross-platform Python library for differentiable programming of quantum computers.  Train a quantum computer the same way as a neural network. || quantum,machine-learning,deep-learning,neural-network,optimization,quantum-computing,quantum-machine-learning,automatic-differentiation,tensorflow,pytorch,autograd,qiskit,cirq,strawberryfields,differentiable-computing,quantum-chemistry,qml,unitaryhack",PennyLaneAI,Organization,0.35562548648419,0.416686154260776,0.35448495996286
1475,1476,redtail,"Perception and AI components for autonomous mobile robotics. || jetson,drones,ai,deep-learning,artificial-intelligence,robotics,computer-vision",NVIDIA,Organization,0.353544652086947,0.422763323937533,0.431785438020116
1476,1477,wheels,"Performance-optimized wheels for TensorFlow (SSE, AVX, FMA, XLA, MPI) || tensorflow,machine-learning,ai,optimization,wheel,sse41,sse42,avx,avx2,fma,cuda,gpu,ml",MIND,Organization,0.355365145246318,0.389761454933007,0.378088185069213
1477,1478,petastorm,"Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets in Apache Parquet format. It supports ML frameworks such as Tensorflow, Pytorch, and PySpark and can be used from pure Python code. || tensorflow,pytorch,deep-learning,machine-learning,sysml,pyspark,pyarrow,parquet,parquet-files",Uber,Organization,0.373282395968098,0.404751310783081,0.353257120898295
1479,1480,pipeline,"PipelineAI Kubeflow Distribution || machine-learning,artificial-intelligence,tensorflow,kubernetes,cassandra,spark,kafka,airflow,docker,redis,neural-network,gpu,pipelineai,tfx,keras,kubeflow,pytorch,scikit-learn",PipelineAI,Organization,0.576247169758571,0.530149482886248,0.742256115264335
1480,1481,plaidml,PlaidML is a framework for making deep learning work everywhere. || ,Intel,Organization,0.579392617381507,0.434005331244002,0.519695700935075
1482,1483,GraphGym,Platform for designing and evaluating Graph Neural Networks (GNN) || ,Stanford University,Organization,0.33063905763339,0.384122352354264,0.324272385899014
1485,1486,playground,Play with neural networks! || ,TensorFlow,Organization,0.884694667440822,0.711046430785517,0.873332003538775
1486,1487,playground,PlayGround: AI Research into Multi-Agent Learning. || ,MultiAgentLearning,Organization,0.340192189260318,0.403641717586291,0.341064511460443
1488,1489,elasticsearch-learning-to-rank,"Plugin to integrate Learning to Rank (aka machine learning for better relevance) with Elasticsearch || elasticsearch,relevant-search,machine-learning,search-relevance,elasticsearch-plugin,elasticsearch-plugins",OpenSource Connections,Organization,0.375534090343173,0.42068214607726,0.403433465450369
1493,1494,cvat,"Powerful and efficient Computer Vision Annotation Tool (CVAT) || video-annotation,computer-vision,computer-vision-annotation,deep-learning,image-annotation,annotation-tool,annotation,labeling,labeling-tool,image-labeling,image-labelling-tool,boundingbox,image-classification,annotations,imagenet,tensorflow,semantic-segmentation,dataset",Intel,Organization,0.6755465330329,0.617554232977535,0.499945324816638
1497,1498,open_model_zoo,"Pre-trained Deep Learning models and demos (high quality and extremely fast) || models,caffemodel,demo,tensorflow-models,model-zoo,model,deep-learning-models,cnn-model,openvino",Intel,Organization,0.477114384979989,0.524123515709361,0.444799182902925
1498,1499,models,"Pre-trained and Reproduced Deep Learning Models （『飞桨』官方模型库，包含多种学术前沿和工业场景验证的深度学习模型） || paddlepaddle,deep-learning,neural-network,computer-vision,natural-language-processing,recommendation,speech",PaddlePaddle,Organization,0.698323380584387,0.781902538246789,0.656408885570408
1499,1500,predictionio,"PredictionIO, a machine learning server for developers and ML engineers. || scala,big-data,predictionio",Apache,Organization,0.951499389888125,0.692605596119066,0.979507118574523
1500,1501,mindsdb,"Predictive AI layer for existing databases. || ml,pytorch,xai,xai-library,automl,tensorflow,explainable-ai,explainable-ml,artificial-intelligence,machine-learning,mariadb,clickhouse,hacktoberfest,mysql,ai-tables,machine-learning-api",MindsDB,Organization,0.552791267133238,0.443199569822724,0.582337117050523
1502,1503,DeepCamera,"Privacy is the most important issue for the AI face recognition camera. Open source and BYOD is the only way to solve privacy issue. SharpAI DeepCamera provides private deployment architecture to save all your information on your own devices. || mxnet,tensorflow,automl,rtsp,video,ai,deep-learning,face-recognition,tf-lite,face-detection,mali,object-detection,video-surveillance,machine-learning,android,arm-gpu,npu,raspberry-pi",SharpAI,Organization,0.348361795556814,0.39605440463204,0.364361202902065
1503,1504,pymc3,"Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara || python,statistical-analysis,bayesian-inference,mcmc,variational-inference,probabilistic-programming,aesara",PyMC,Organization,0.689310928825199,0.598532912051226,0.620551626406121
1504,1505,probability,"Probabilistic reasoning and statistical analysis in TensorFlow || tensorflow,bayesian-methods,deep-learning,machine-learning,data-science,neural-networks,statistics,probabilistic-programming",TensorFlow,Organization,0.523515038607712,0.517928949016175,0.532838792186006
1505,1506,gluon-ts,"Probabilistic time series modeling in Python || time-series,deep-learning,forecasting,neural-networks,machine-learning,time-series-prediction,time-series-forecasting,mxnet,pytorch",Amazon,Organization,0.425809889183027,0.439485645003108,0.389435883283693
1509,1510,malmo,"Project Malmo is a platform for Artificial Intelligence experimentation and research built on top of Minecraft. We aim to inspire a new generation of research into challenging new problems presented by this unique environment. --- For installation instructions, scroll down to *Getting Started* below, or visit the project page for more information: || ",Microsoft,Organization,0.546219950638626,0.469481541439459,0.649092352182717
1510,1511,deep-learning-v2-pytorch,"Projects and exercises for the latest Deep Learning ND program https://www.udacity.com/course/deep-learning-nanodegree--nd101 || deep-learning,neural-network,convolutional-networks,pytorch,recurrent-networks,style-transfer,sentiment-analysis",udacity,Organization,0.579324291195008,0.94107607506059,0.527585044342128
1511,1512,QuaterNet,Proposes neural networks that can generate animation of virtual characters for different actions. || ,Facebook,Organization,0.336677044853394,0.385216966435966,0.338645289216042
1515,1516,aima-pseudocode,"Pseudocode descriptions of the algorithms from Russell And Norvig's ""Artificial Intelligence - A Modern Approach"" || ",Aimacode,Organization,0.339808036512825,0.428537673440904,0.385642296688019
1517,1518,tesseract.js,"Pure Javascript OCR for more than 100 Languages 📖🎉🖥 || tesseract,webassembly,ocr,javascript,deep-learning",Project Naptha,Organization,0.999870739674067,0.634297113956688,0.862023415919932
1519,1520,airnotifier,"Push Notifications Server for Human Beings. || android,notifications,airnotifier,fcm,apns,http2",AirNotifier,Organization,0.332160366034969,0.397947666361855,0.350806030958278
1521,1522,sparkit-learn,"PySpark + Scikit-learn = Sparkit-learn || scikit-learn,apache-spark,machine-learning,distributed-computing,python",Lensa,Organization,0.368264919642283,0.411106287035695,0.421426790105255
1522,1523,pystan2,"PyStan, the Python interface to Stan || python,stan,statistics,machine-learning,probabilistic-programming",Stan,Organization,0.356797854145913,0.403166414392092,0.369333789551984
1535,1536,ML-GCN,"PyTorch implementation of Multi-Label Image Recognition with Graph Convolutional Networks, CVPR 2019. || ",Megvii,Organization,0.363073105982083,0.416686154260776,0.342276584998715
1538,1539,tabnet,"PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf || pytorch,deep-neural-networks,machine-learning-library,tabular-data,research-paper,pytorch-tabnet,tabnet",Dreamquark,Organization,0.367738051858228,0.406020355286494,0.344705601831862
1540,1541,pytorch-qrnn,PyTorch implementation of the Quasi-Recurrent Neural Network - up to 16 times faster than NVIDIA's cuDNN LSTM || ,Salesforce,Organization,0.377458012632202,0.401899640250233,0.370580397359013
1545,1546,stable-baselines3,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms.  || reinforcement-learning,reinforcement-learning-algorithms,machine-learning,gym,openai,baselines,toolbox,stable-baselines,python,pytorch,robotics,sde,gsde,sb3",German Aerospace Center (DLR) - Institute of Robotics and Mechatronics (RM,Organization,0.410117931327207,0.422923504650215,0.364361202902065
